name,left_d x,left_d y,right_u x,right_u y,is house
IMG42.png,624,532,639,549,False
IMG42.png,490,508,516,532,False
IMG42.png,183,507,315,627,False
IMG42.png,608,502,623,516,False
IMG42.png,542,456,575,476,False
IMG42.png,592,452,607,467,False
IMG42.png,17,452,31,467,False
IMG42.png,1203,437,1334,553,False
IMG42.png,605,425,624,453,False
IMG42.png,300,376,588,634,False
IMG42.png,636,358,759,486,False
IMG42.png,1323,303,1377,355,False
IMG42.png,441,269,878,632,False
IMG42.png,1024,206,1386,630,False
IMG42.png,602,160,1066,561,False
IMG42.png,-13,155,272,320,False
IMG42.png,122,228,238,295,False
IMG42.png,745,55,1184,426,False
IMG42.png,1338,19,1359,66,False
IMG42.png,1271,0,1327,37,False
IMG42.png,1213,-10,1374,133,False
IMG42.png,953,-15,1293,298,False
IMG42.png,35,-25,792,621,False
IMG42.png,-25,-61,764,616,False
IMG43.png,535,598,579,617,False
IMG43.png,1027,591,1071,620,False
IMG43.png,0,596,19,612,False
IMG43.png,482,544,514,574,False
IMG43.png,616,518,658,552,False
IMG43.png,1153,480,1404,672,False
IMG43.png,1184,581,1216,603,False
IMG43.png,1315,541,1356,583,False
IMG43.png,1100,441,1139,464,False
IMG43.png,936,400,984,449,False
IMG43.png,-12,357,301,626,False
IMG43.png,645,290,674,324,False
IMG43.png,913,223,994,309,False
IMG43.png,985,197,1041,243,False
IMG43.png,1235,196,1290,226,False
IMG43.png,1272,182,1369,241,False
IMG43.png,1296,151,1370,199,False
IMG43.png,0,141,41,211,False
IMG43.png,599,115,614,148,False
IMG43.png,342,57,396,430,False
IMG43.png,29,53,508,647,False
IMG43.png,1260,0,1291,116,False
IMG43.png,889,600,980,603,False
IMG43.png,909,335,930,365,False
IMG43.png,1169,277,1201,312,False
IMG43.png,1180,171,1209,186,False
IMG43.png,587,-4,621,51,False
IMG43.png,518,-1,571,551,False
IMG43.png,0,0,38,139,False
IMG44.png,1059,539,1247,632,False
IMG44.png,1283,508,1319,534,False
IMG44.png,301,493,706,612,False
IMG44.png,228,487,252,500,False
IMG44.png,637,468,738,625,False
IMG44.png,276,449,348,495,False
IMG44.png,2,426,36,452,False
IMG44.png,338,420,409,469,False
IMG44.png,62,413,85,423,False
IMG44.png,429,407,447,432,False
IMG44.png,459,385,509,423,False
IMG44.png,51,379,637,631,False
IMG44.png,723,345,1305,613,False
IMG44.png,1213,310,1369,385,False
IMG44.png,-2,197,134,271,False
IMG44.png,672,196,1374,491,False
IMG44.png,-4,192,23,215,False
IMG44.png,289,152,439,230,False
IMG44.png,-89,128,628,618,False
IMG44.png,89,529,122,549,False
IMG44.png,120,503,188,550,False
IMG44.png,161,431,207,457,False
IMG44.png,338,378,372,396,False
IMG44.png,402,275,420,296,False
IMG44.png,535,264,567,287,False
IMG44.png,349,242,427,304,False
IMG44.png,118,123,1385,665,False
IMG44.png,278,124,348,156,False
IMG44.png,641,102,1371,397,False
IMG44.png,-35,-24,302,186,False
IMG44.png,100,70,140,110,False
IMG44.png,30,76,60,90,False
IMG44.png,100,67,123,86,False
IMG44.png,490,42,516,79,False
IMG44.png,619,-3,1370,315,False
IMG44.png,545,-15,913,155,False
IMG44.png,155,0,424,9,False
IMG44.png,111,0,151,9,False
IMG45.png,78,571,172,615,False
IMG45.png,17,570,64,591,False
IMG45.png,161,550,242,580,False
IMG45.png,0,524,16,545,False
IMG45.png,31,517,144,567,False
IMG45.png,162,515,268,531,False
IMG45.png,646,491,690,538,False
IMG45.png,621,463,658,501,False
IMG45.png,33,416,75,456,False
IMG45.png,577,421,631,472,False
IMG45.png,1,355,28,363,False
IMG45.png,1230,338,1276,351,False
IMG45.png,226,298,248,309,False
IMG45.png,504,269,806,620,False
IMG45.png,561,256,593,263,False
IMG45.png,596,241,713,260,False
IMG45.png,0,224,253,271,False
IMG45.png,743,217,929,247,False
IMG45.png,943,210,1007,226,False
IMG45.png,1114,199,1159,207,False
IMG45.png,1184,173,1365,204,False
IMG45.png,612,65,667,80,False
IMG45.png,327,51,538,281,False
IMG45.png,270,31,782,646,False
IMG45.png,477,287,548,374,False
IMG45.png,402,193,426,223,False
IMG45.png,419,295,449,330,False
IMG45.png,349,270,557,495,False
IMG45.png,341,220,428,307,False
IMG45.png,295,151,359,225,False
IMG45.png,848,29,992,55,False
IMG45.png,1056,19,1366,67,False
IMG45.png,1013,-1,1075,560,False
IMG45.png,360,0,473,9,False
IMG45.png,237,0,314,9,False
IMG45.png,202,0,234,9,False
IMG45.png,147,0,194,9,False
IMG45.png,0,0,146,9,False
IMG46.png,1332,596,1357,611,False
IMG46.png,1307,583,1337,612,False
IMG46.png,1350,521,1365,541,False
IMG46.png,848,326,1019,339,False
IMG46.png,0,312,814,348,False
IMG46.png,1047,276,1294,508,False
IMG46.png,1334,201,1361,211,False
IMG46.png,1304,152,1365,578,False
IMG46.png,1257,15,1369,146,False
IMG46.png,0,16,11,50,False
IMG46.png,1255,229,1298,272,False
IMG46.png,1281,156,1289,228,False
IMG46.png,1272,140,1282,233,False
IMG46.png,1226,44,1288,118,False
IMG46.png,1296,-1,1365,13,False
IMG47.png,889,600,980,603,False
IMG47.png,1341,584,1359,603,False
IMG47.png,1314,537,1356,585,False
IMG47.png,318,493,335,529,False
IMG47.png,1051,461,1077,502,False
IMG47.png,1314,430,1356,540,False
IMG47.png,362,396,385,418,False
IMG47.png,0,297,25,307,False
IMG47.png,646,266,672,289,False
IMG47.png,8,230,32,254,False
IMG47.png,1345,223,1360,250,False
IMG47.png,1325,218,1346,253,False
IMG47.png,651,209,682,252,False
IMG47.png,51,208,70,233,False
IMG47.png,41,191,88,216,False
IMG47.png,1,133,23,160,False
IMG47.png,337,112,347,133,False
IMG47.png,39,99,59,118,False
IMG47.png,679,59,715,97,False
IMG47.png,738,59,763,84,False
IMG47.png,672,43,694,67,False
IMG47.png,0,27,58,87,False
IMG47.png,1036,31,1050,59,False
IMG47.png,857,11,870,36,False
IMG47.png,633,-1,657,31,False
IMG48.png,888,593,980,613,False
IMG48.png,1147,577,1189,618,False
IMG48.png,349,570,367,600,False
IMG48.png,213,569,238,594,False
IMG48.png,636,563,665,594,False
IMG48.png,530,565,547,591,False
IMG48.png,206,550,225,572,False
IMG48.png,497,549,521,572,False
IMG48.png,550,546,579,579,False
IMG48.png,399,545,423,562,False
IMG48.png,593,544,609,561,False
IMG48.png,1314,541,1356,586,False
IMG48.png,280,537,302,562,False
IMG48.png,569,531,595,557,False
IMG48.png,504,526,526,552,False
IMG48.png,245,525,275,556,False
IMG48.png,471,521,503,554,False
IMG48.png,661,513,682,534,False
IMG48.png,881,513,905,531,False
IMG48.png,1259,510,1275,536,False
IMG48.png,424,511,446,530,False
IMG48.png,313,507,339,532,False
IMG48.png,222,506,244,528,False
IMG48.png,589,504,625,540,False
IMG48.png,458,502,483,538,False
IMG48.png,576,502,595,528,False
IMG48.png,87,501,111,524,False
IMG48.png,617,495,666,542,False
IMG48.png,351,496,378,526,False
IMG48.png,1206,494,1226,520,False
IMG48.png,441,495,463,517,False
IMG48.png,494,492,514,512,False
IMG48.png,230,483,263,516,False
IMG48.png,376,483,434,541,False
IMG48.png,319,477,342,500,False
IMG48.png,552,473,574,521,False
IMG48.png,182,474,195,500,False
IMG48.png,84,461,109,481,False
IMG48.png,445,460,469,488,False
IMG48.png,701,456,734,486,False
IMG48.png,279,453,315,495,False
IMG48.png,254,450,279,502,False
IMG48.png,1273,449,1285,473,False
IMG48.png,618,440,643,460,False
IMG48.png,284,436,312,466,False
IMG48.png,1217,433,1242,454,False
IMG48.png,836,428,852,452,False
IMG48.png,1314,428,1356,533,False
IMG48.png,692,426,718,454,False
IMG48.png,381,425,414,460,False
IMG48.png,271,425,298,456,False
IMG48.png,472,426,482,447,False
IMG48.png,346,424,366,480,False
IMG48.png,732,422,748,470,False
IMG48.png,1273,421,1298,446,False
IMG48.png,1294,410,1311,440,False
IMG48.png,636,401,646,430,False
IMG48.png,1194,400,1208,422,False
IMG48.png,245,396,281,423,False
IMG48.png,1244,394,1261,427,False
IMG48.png,491,390,508,416,False
IMG48.png,105,372,119,405,False
IMG48.png,141,371,171,389,False
IMG48.png,1263,365,1285,386,False
IMG48.png,322,367,333,388,False
IMG48.png,843,364,865,383,False
IMG48.png,534,358,565,388,False
IMG48.png,1319,354,1337,391,False
IMG48.png,231,344,260,376,False
IMG48.png,355,347,370,370,False
IMG48.png,124,338,149,388,False
IMG48.png,368,333,379,360,False
IMG48.png,339,330,352,362,False
IMG48.png,537,329,559,350,False
IMG48.png,265,322,280,350,False
IMG48.png,314,317,324,338,False
IMG48.png,384,313,408,334,False
IMG48.png,528,303,545,330,False
IMG48.png,880,303,892,330,False
IMG48.png,1104,288,1129,314,False
IMG48.png,1298,293,1309,324,False
IMG48.png,419,274,469,327,False
IMG48.png,1234,282,1248,303,False
IMG48.png,295,277,304,307,False
IMG48.png,491,274,516,302,False
IMG48.png,398,274,408,309,False
IMG48.png,416,273,436,298,False
IMG48.png,457,264,480,286,False
IMG48.png,282,265,302,286,False
IMG48.png,481,263,500,306,False
IMG48.png,1187,260,1205,284,False
IMG48.png,13,259,24,279,False
IMG48.png,1303,247,1321,269,False
IMG48.png,371,242,396,277,False
IMG48.png,277,229,299,254,False
IMG48.png,452,226,476,254,False
IMG48.png,433,221,456,244,False
IMG48.png,255,219,281,251,False
IMG48.png,233,215,250,246,False
IMG48.png,1034,211,1054,235,False
IMG48.png,721,205,738,229,False
IMG48.png,1101,198,1132,231,False
IMG48.png,1172,200,1199,226,False
IMG48.png,670,195,687,223,False
IMG48.png,464,192,477,229,False
IMG48.png,401,192,435,224,False
IMG48.png,344,192,358,222,False
IMG48.png,360,178,381,199,False
IMG48.png,123,171,137,188,False
IMG48.png,314,151,335,174,False
IMG48.png,913,153,931,176,False
IMG48.png,963,149,1001,196,False
IMG48.png,991,142,1017,164,False
IMG48.png,344,136,367,160,False
IMG48.png,1091,136,1118,162,False
IMG48.png,870,132,892,163,False
IMG48.png,702,126,724,152,False
IMG48.png,963,120,995,146,False
IMG48.png,1052,112,1077,132,False
IMG48.png,993,112,1030,143,False
IMG48.png,1034,110,1057,143,False
IMG48.png,750,102,779,130,False
IMG48.png,725,99,742,139,False
IMG48.png,932,97,947,122,False
IMG48.png,405,96,418,121,False
IMG48.png,679,90,698,114,False
IMG48.png,285,91,312,118,False
IMG48.png,1145,81,1168,106,False
IMG48.png,1080,78,1101,98,False
IMG48.png,274,79,286,121,False
IMG48.png,733,77,755,114,False
IMG48.png,1167,66,1240,130,False
IMG48.png,1160,56,1180,80,False
IMG48.png,718,54,733,78,False
IMG48.png,360,52,381,72,False
IMG48.png,1145,48,1168,78,False
IMG48.png,755,44,778,62,False
IMG48.png,1079,40,1098,66,False
IMG48.png,1170,27,1222,92,False
IMG48.png,285,29,308,52,False
IMG48.png,1343,24,1358,48,False
IMG48.png,1139,15,1163,40,False
IMG48.png,1083,7,1115,39,False
IMG49.png,899,603,965,612,False
IMG49.png,1287,591,1311,610,False
IMG49.png,1215,589,1237,611,False
IMG49.png,1203,592,1219,613,False
IMG49.png,1183,586,1208,611,False
IMG49.png,581,581,595,602,False
IMG49.png,177,579,192,604,False
IMG49.png,1225,574,1242,589,False
IMG49.png,633,566,659,595,False
IMG49.png,995,565,1015,588,False
IMG49.png,602,565,621,588,False
IMG49.png,1119,557,1140,585,False
IMG49.png,443,552,463,578,False
IMG49.png,1011,547,1043,596,False
IMG49.png,1221,544,1267,584,False
IMG49.png,529,531,563,565,False
IMG49.png,231,537,291,592,False
IMG49.png,986,530,1016,559,False
IMG49.png,499,523,518,550,False
IMG49.png,836,516,860,540,False
IMG49.png,363,506,386,528,False
IMG49.png,1217,502,1244,529,False
IMG49.png,1129,504,1176,541,False
IMG49.png,893,505,902,537,False
IMG49.png,288,503,310,525,False
IMG49.png,967,502,989,525,False
IMG49.png,678,498,700,520,False
IMG49.png,1169,500,1185,529,False
IMG49.png,1188,495,1203,520,False
IMG49.png,548,496,576,510,False
IMG49.png,1008,492,1030,520,False
IMG49.png,717,490,756,525,False
IMG49.png,411,489,433,525,False
IMG49.png,516,488,540,510,False
IMG49.png,1201,485,1226,523,False
IMG49.png,296,484,322,508,False
IMG49.png,59,482,64,550,False
IMG49.png,941,479,965,523,False
IMG49.png,1256,476,1287,511,False
IMG49.png,1251,477,1264,502,False
IMG49.png,895,478,914,491,False
IMG49.png,913,474,941,503,False
IMG49.png,1164,469,1180,488,False
IMG49.png,965,457,1022,516,False
IMG49.png,541,466,556,488,False
IMG49.png,634,460,655,484,False
IMG49.png,352,456,377,481,False
IMG49.png,690,452,707,482,False
IMG49.png,657,452,670,481,False
IMG49.png,43,453,63,466,False
IMG49.png,71,450,82,546,False
IMG49.png,563,443,603,481,False
IMG49.png,1067,447,1105,511,False
IMG49.png,336,446,349,470,False
IMG49.png,1104,445,1159,500,False
IMG49.png,384,444,414,477,False
IMG49.png,620,444,633,468,False
IMG49.png,1178,442,1193,457,False
IMG49.png,755,422,827,493,False
IMG49.png,729,439,762,486,False
IMG49.png,536,438,556,461,False
IMG49.png,702,437,726,472,False
IMG49.png,676,438,686,465,False
IMG49.png,233,433,255,455,False
IMG49.png,141,434,162,458,False
IMG49.png,652,437,670,449,False
IMG49.png,256,433,287,465,False
IMG49.png,216,430,234,464,False
IMG49.png,120,432,142,450,False
IMG49.png,1136,426,1167,482,False
IMG49.png,501,427,543,475,False
IMG49.png,1102,426,1123,447,False
IMG49.png,910,421,979,487,False
IMG49.png,163,426,213,459,False
IMG49.png,853,421,916,472,False
IMG49.png,433,423,457,469,False
IMG49.png,451,414,503,458,False
IMG49.png,1009,410,1086,494,False
IMG49.png,950,418,967,446,False
IMG49.png,345,417,369,448,False
IMG49.png,551,413,598,476,False
IMG49.png,287,404,312,430,False
IMG49.png,1069,407,1112,448,False
IMG49.png,894,402,915,425,False
IMG49.png,1148,401,1172,426,False
IMG49.png,94,399,115,437,False
IMG49.png,164,398,180,414,False
IMG49.png,1071,394,1085,423,False
IMG49.png,1116,390,1139,416,False
IMG49.png,311,383,352,409,False
IMG49.png,1191,384,1225,419,False
IMG49.png,242,384,264,405,False
IMG49.png,1108,382,1120,407,False
IMG49.png,905,376,951,416,False
IMG49.png,526,377,549,395,False
IMG49.png,1045,380,1068,406,False
IMG49.png,259,371,314,421,False
IMG49.png,987,369,1008,405,False
IMG49.png,544,366,565,390,False
IMG49.png,77,368,84,400,False
IMG49.png,1148,361,1188,401,False
IMG49.png,462,359,482,392,False
IMG49.png,326,358,351,383,False
IMG49.png,352,351,451,434,False
IMG49.png,1004,354,1024,384,False
IMG49.png,156,349,212,393,False
IMG49.png,1139,349,1162,371,False
IMG49.png,373,349,390,386,False
IMG49.png,964,347,986,369,False
IMG49.png,1197,347,1225,380,False
IMG49.png,880,340,932,407,False
IMG49.png,234,337,255,358,False
IMG49.png,1064,332,1085,362,False
IMG49.png,267,334,294,366,False
IMG49.png,369,326,390,355,False
IMG49.png,65,320,71,401,False
IMG49.png,176,318,200,344,False
IMG49.png,883,310,923,350,False
IMG49.png,1086,306,1121,352,False
IMG49.png,993,303,1014,328,False
IMG49.png,971,305,986,330,False
IMG49.png,78,304,90,338,False
IMG49.png,1169,297,1199,325,False
IMG49.png,1106,291,1158,340,False
IMG49.png,390,297,416,335,False
IMG49.png,247,298,269,322,False
IMG49.png,931,298,946,329,False
IMG49.png,363,293,389,315,False
IMG49.png,875,289,893,305,False
IMG49.png,268,287,287,310,False
IMG49.png,319,286,362,319,False
IMG49.png,217,279,249,313,False
IMG49.png,1026,285,1035,314,False
IMG49.png,180,284,219,319,False
IMG49.png,288,280,330,329,False
IMG49.png,990,279,1018,308,False
IMG49.png,899,280,930,307,False
IMG49.png,976,279,998,304,False
IMG49.png,209,274,228,295,False
IMG49.png,1013,261,1098,366,False
IMG49.png,839,273,850,292,False
IMG49.png,1099,268,1118,289,False
IMG49.png,1214,257,1246,285,False
IMG49.png,1126,256,1166,298,False
IMG49.png,893,250,920,278,False
IMG49.png,95,253,112,298,False
IMG49.png,1077,244,1102,267,False
IMG49.png,359,244,372,275,False
IMG49.png,212,239,237,281,False
IMG49.png,77,239,92,289,False
IMG49.png,383,236,411,262,False
IMG49.png,1111,232,1138,258,False
IMG49.png,1031,235,1059,291,False
IMG49.png,1216,231,1231,256,False
IMG49.png,606,225,631,259,False
IMG49.png,1298,224,1324,251,False
IMG49.png,1145,213,1172,238,False
IMG49.png,1065,206,1088,246,False
IMG49.png,1083,202,1126,233,False
IMG49.png,1191,204,1212,225,False
IMG49.png,374,200,397,220,False
IMG49.png,1046,199,1071,220,False
IMG49.png,1131,198,1147,216,False
IMG49.png,244,190,269,215,False
IMG49.png,103,196,116,226,False
IMG49.png,1238,192,1276,231,False
IMG49.png,1226,194,1252,222,False
IMG49.png,802,193,817,218,False
IMG49.png,1004,185,1032,210,False
IMG49.png,216,190,249,204,False
IMG49.png,1201,181,1241,220,False
IMG49.png,1257,180,1296,213,False
IMG49.png,1294,172,1307,206,False
IMG49.png,757,166,777,187,False
IMG49.png,1102,164,1114,197,False
IMG49.png,455,164,481,187,False
IMG49.png,1241,159,1267,180,False
IMG49.png,70,161,75,209,False
IMG49.png,1111,145,1169,200,False
IMG49.png,225,146,253,183,False
IMG49.png,295,148,306,177,False
IMG49.png,1047,146,1069,195,False
IMG49.png,514,143,543,183,False
IMG49.png,1065,142,1084,163,False
IMG49.png,883,141,903,162,False
IMG49.png,396,136,438,165,False
IMG49.png,383,134,394,158,False
IMG49.png,361,131,379,157,False
IMG49.png,863,129,888,154,False
IMG49.png,178,126,206,154,False
IMG49.png,1210,123,1230,142,False
IMG49.png,798,123,829,161,False
IMG49.png,603,122,618,154,False
IMG49.png,345,122,365,145,False
IMG49.png,222,121,238,137,False
IMG49.png,588,120,602,143,False
IMG49.png,504,121,518,150,False
IMG49.png,1142,120,1154,149,False
IMG49.png,701,118,732,148,False
IMG49.png,254,118,276,140,False
IMG49.png,1149,114,1216,192,False
IMG49.png,650,116,677,147,False
IMG49.png,492,115,506,142,False
IMG49.png,752,114,767,138,False
IMG49.png,675,115,688,140,False
IMG49.png,543,114,585,145,False
IMG49.png,431,114,470,148,False
IMG49.png,827,112,862,145,False
IMG49.png,511,108,547,144,False
IMG49.png,1235,109,1259,152,False
IMG49.png,617,107,647,139,False
IMG49.png,688,107,705,135,False
IMG49.png,476,107,487,149,False
IMG49.png,1063,103,1092,128,False
IMG49.png,329,104,351,138,False
IMG49.png,3,99,26,121,False
IMG49.png,155,93,178,112,False
IMG49.png,141,90,161,106,False
IMG49.png,296,88,305,112,False
IMG49.png,1193,85,1208,122,False
IMG49.png,566,79,590,106,False
IMG49.png,215,76,235,98,False
IMG49.png,924,75,950,98,False
IMG49.png,300,75,322,106,False
IMG49.png,101,74,114,97,False
IMG49.png,386,73,404,102,False
IMG49.png,279,71,295,97,False
IMG49.png,26,72,51,97,False
IMG49.png,1120,66,1137,102,False
IMG49.png,999,62,1035,99,False
IMG49.png,1065,62,1083,95,False
IMG49.png,899,61,989,155,False
IMG49.png,1044,58,1058,109,False
IMG49.png,1080,52,1102,83,False
IMG49.png,151,49,182,77,False
IMG49.png,1034,49,1048,79,False
IMG49.png,971,48,1004,97,False
IMG49.png,569,47,601,86,False
IMG49.png,448,45,486,84,False
IMG49.png,914,45,952,69,False
IMG49.png,1221,45,1248,72,False
IMG49.png,93,45,114,70,False
IMG49.png,1219,43,1230,71,False
IMG49.png,1107,32,1134,62,False
IMG49.png,1046,30,1082,67,False
IMG49.png,304,30,335,57,False
IMG49.png,377,24,406,48,False
IMG49.png,355,21,377,45,False
IMG49.png,264,21,282,43,False
IMG49.png,343,20,364,41,False
IMG49.png,403,18,423,52,False
IMG49.png,1145,15,1212,70,False
IMG49.png,1243,17,1259,36,False
IMG49.png,166,7,199,42,False
IMG49.png,958,9,981,33,False
IMG49.png,248,10,262,35,False
IMG49.png,1064,8,1088,44,False
IMG49.png,1110,6,1140,38,False
IMG50.png,899,603,952,612,False
IMG50.png,803,591,814,610,False
IMG50.png,660,590,685,613,False
IMG50.png,513,576,536,600,False
IMG50.png,532,573,564,602,False
IMG50.png,474,575,519,605,False
IMG50.png,830,568,845,587,False
IMG50.png,970,564,993,590,False
IMG50.png,457,564,486,584,False
IMG50.png,70,558,103,606,False
IMG50.png,991,555,1016,586,False
IMG50.png,1035,553,1058,585,False
IMG50.png,413,552,445,582,False
IMG50.png,634,550,649,576,False
IMG50.png,1052,546,1075,576,False
IMG50.png,391,548,401,602,False
IMG50.png,736,543,753,570,False
IMG50.png,1315,541,1356,583,False
IMG50.png,1019,539,1036,565,False
IMG50.png,340,537,353,560,False
IMG50.png,938,535,975,575,False
IMG50.png,637,535,661,557,False
IMG50.png,453,525,498,556,False
IMG50.png,881,524,897,552,False
IMG50.png,701,517,733,561,False
IMG50.png,62,519,91,549,False
IMG50.png,949,515,973,539,False
IMG50.png,918,512,945,567,False
IMG50.png,94,512,118,565,False
IMG50.png,978,509,992,543,False
IMG50.png,566,506,592,532,False
IMG50.png,146,504,169,527,False
IMG50.png,500,498,525,523,False
IMG50.png,55,497,67,520,False
IMG50.png,1033,492,1048,518,False
IMG50.png,919,493,935,510,False
IMG50.png,848,493,869,514,False
IMG50.png,660,490,685,515,False
IMG50.png,1191,487,1210,514,False
IMG50.png,520,488,573,535,False
IMG50.png,672,478,704,513,False
IMG50.png,369,483,384,513,False
IMG50.png,457,481,473,508,False
IMG50.png,1109,478,1139,515,False
IMG50.png,311,478,322,501,False
IMG50.png,385,474,408,511,False
IMG50.png,936,469,972,503,False
IMG50.png,910,471,933,481,False
IMG50.png,877,468,909,498,False
IMG50.png,477,469,498,503,False
IMG50.png,414,468,433,493,False
IMG50.png,1162,465,1176,488,False
IMG50.png,972,463,990,506,False
IMG50.png,742,462,768,496,False
IMG50.png,606,463,630,486,False
IMG50.png,97,465,122,489,False
IMG50.png,45,455,102,516,False
IMG50.png,976,458,1035,518,False
IMG50.png,381,448,406,472,False
IMG50.png,516,449,541,475,False
IMG50.png,691,442,733,485,False
IMG50.png,1148,439,1207,527,False
IMG50.png,930,440,953,461,False
IMG50.png,309,440,324,475,False
IMG50.png,645,432,687,474,False
IMG50.png,685,432,703,459,False
IMG50.png,874,430,897,485,False
IMG50.png,479,430,492,455,False
IMG50.png,1315,430,1358,533,False
IMG50.png,792,425,823,461,False
IMG50.png,899,427,928,455,False
IMG50.png,92,416,174,497,False
IMG50.png,1147,422,1157,454,False
IMG50.png,1019,420,1041,445,False
IMG50.png,361,418,375,444,False
IMG50.png,710,412,730,446,False
IMG50.png,553,410,580,430,False
IMG50.png,929,407,971,449,False
IMG50.png,63,411,89,434,False
IMG50.png,1246,408,1278,439,False
IMG50.png,665,405,686,426,False
IMG50.png,957,406,992,441,False
IMG50.png,1144,402,1183,455,False
IMG50.png,1206,406,1230,434,False
IMG50.png,1224,402,1245,422,False
IMG50.png,1039,398,1055,432,False
IMG50.png,980,387,1017,423,False
IMG50.png,396,394,423,423,False
IMG50.png,39,397,50,419,False
IMG50.png,1245,384,1265,406,False
IMG50.png,689,386,700,409,False
IMG50.png,647,383,682,409,False
IMG50.png,1006,379,1034,406,False
IMG50.png,449,378,469,398,False
IMG50.png,383,375,406,399,False
IMG50.png,1175,379,1185,403,False
IMG50.png,1305,377,1328,412,False
IMG50.png,1024,374,1050,399,False
IMG50.png,1271,373,1305,405,False
IMG50.png,467,372,504,403,False
IMG50.png,537,367,563,389,False
IMG50.png,387,360,410,383,False
IMG50.png,641,355,683,394,False
IMG50.png,618,350,642,374,False
IMG50.png,1071,347,1103,381,False
IMG50.png,487,347,511,383,False
IMG50.png,1253,347,1269,372,False
IMG50.png,1195,342,1243,389,False
IMG50.png,977,344,1003,367,False
IMG50.png,677,344,702,367,False
IMG50.png,1186,342,1205,367,False
IMG50.png,950,339,972,367,False
IMG50.png,1287,337,1305,369,False
IMG50.png,1129,335,1166,372,False
IMG50.png,1051,335,1073,362,False
IMG50.png,844,330,871,360,False
IMG50.png,472,336,488,362,False
IMG50.png,363,328,396,360,False
IMG50.png,456,335,475,373,False
IMG50.png,1158,327,1185,397,False
IMG50.png,1268,320,1298,350,False
IMG50.png,5,320,27,342,False
IMG50.png,435,316,450,349,False
IMG50.png,1293,308,1357,370,False
IMG50.png,1036,314,1054,389,False
IMG50.png,912,305,933,326,False
IMG50.png,552,305,595,353,False
IMG50.png,1183,308,1195,335,False
IMG50.png,423,295,445,321,False
IMG50.png,311,297,328,403,False
IMG50.png,715,294,733,320,False
IMG50.png,363,295,386,315,False
IMG50.png,501,286,554,348,False
IMG50.png,45,294,66,328,False
IMG50.png,679,293,726,349,False
IMG50.png,1256,289,1286,322,False
IMG50.png,874,287,911,353,False
IMG50.png,792,290,827,322,False
IMG50.png,622,281,679,340,False
IMG50.png,450,290,487,326,False
IMG50.png,1338,285,1355,316,False
IMG50.png,1046,287,1063,300,False
IMG50.png,1281,283,1299,312,False
IMG50.png,1010,285,1038,316,False
IMG50.png,128,284,153,316,False
IMG50.png,1113,284,1125,308,False
IMG50.png,378,276,429,328,False
IMG50.png,335,283,363,311,False
IMG50.png,570,279,592,292,False
IMG50.png,1126,279,1144,307,False
IMG50.png,601,279,622,302,False
IMG50.png,1070,274,1099,326,False
IMG50.png,533,276,576,342,False
IMG50.png,801,273,819,292,False
IMG50.png,522,273,541,291,False
IMG50.png,1147,273,1186,318,False
IMG50.png,676,266,702,291,False
IMG50.png,315,268,339,295,False
IMG50.png,1250,264,1275,287,False
IMG50.png,542,262,567,283,False
IMG50.png,879,262,899,286,False
IMG50.png,738,262,761,292,False
IMG50.png,1315,256,1339,294,False
IMG50.png,1233,260,1247,284,False
IMG50.png,988,257,1006,281,False
IMG50.png,449,258,469,288,False
IMG50.png,1049,257,1076,289,False
IMG50.png,431,256,458,290,False
IMG50.png,142,257,161,284,False
IMG50.png,1042,254,1057,281,False
IMG50.png,944,245,996,287,False
IMG50.png,503,249,542,283,False
IMG50.png,474,251,498,276,False
IMG50.png,401,248,435,278,False
IMG50.png,816,248,881,293,False
IMG50.png,369,248,401,263,False
IMG50.png,1206,248,1233,295,False
IMG50.png,1070,247,1086,271,False
IMG50.png,738,243,761,265,False
IMG50.png,699,243,712,264,False
IMG50.png,25,240,49,299,False
IMG50.png,1027,237,1050,260,False
IMG50.png,790,237,823,265,False
IMG50.png,581,230,638,287,False
IMG50.png,647,230,668,265,False
IMG50.png,561,228,579,248,False
IMG50.png,770,227,792,242,False
IMG50.png,1243,226,1274,267,False
IMG50.png,1052,224,1081,250,False
IMG50.png,408,226,437,242,False
IMG50.png,1259,206,1357,288,False
IMG50.png,668,225,686,240,False
IMG50.png,1107,221,1128,250,False
IMG50.png,955,217,980,243,False
IMG50.png,63,220,82,248,False
IMG50.png,484,214,527,245,False
IMG50.png,10,218,30,241,False
IMG50.png,314,214,338,260,False
IMG50.png,39,207,64,237,False
IMG50.png,1077,210,1098,247,False
IMG50.png,834,209,862,238,False
IMG50.png,96,207,116,229,False
IMG50.png,1130,208,1150,233,False
IMG50.png,705,203,756,263,False
IMG50.png,538,208,557,233,False
IMG50.png,461,208,488,260,False
IMG50.png,710,207,726,231,False
IMG50.png,1039,206,1053,245,False
IMG50.png,844,198,908,261,False
IMG50.png,451,204,475,242,False
IMG50.png,1306,199,1330,223,False
IMG50.png,668,196,695,224,False
IMG50.png,1290,201,1312,224,False
IMG50.png,631,193,670,238,False
IMG50.png,1270,195,1294,221,False
IMG50.png,1333,194,1367,218,False
IMG50.png,1144,195,1159,221,False
IMG50.png,686,191,720,239,False
IMG50.png,543,189,593,237,False
IMG50.png,17,194,39,210,False
IMG50.png,618,191,639,211,False
IMG50.png,578,181,623,234,False
